Frame ID,FER Label,AU Multi,Valence,Arousal
329,Surprise,"['upper_lid_raiser', 'lip_pucker', 'lips_part']",0.2873619794845581,0.014190331101417542
330,Surprise,"['lip_pucker', 'lips_part']",0.30838581919670105,0.12141574174165726
331,Surprise,"['lip_pucker', 'lips_part']",0.1941281259059906,0.09160047024488449
332,Surprise,"['lip_pucker', 'lips_part']",0.19687022268772125,0.12225618213415146
333,Surprise,"['lip_pucker', 'lips_part']",0.2282738983631134,0.18631649017333984
334,Surprise,"['lip_pucker', 'lips_part']",0.20041760802268982,0.1620139181613922
335,Surprise,"['lid_tightener', 'lips_part']",0.3406170606613159,0.013000128790736198
336,Surprise,"['lid_tightener', 'lips_part']",0.37797239422798157,0.02318461798131466
337,Surprise,"['lid_tightener', 'lips_part']",0.35765576362609863,0.11855874210596085
338,Surprise,"['lid_tightener', 'lips_part']",0.33531782031059265,0.0663314238190651
339,Surprise,['lips_part'],0.3072913885116577,0.09134415537118912
340,Surprise,['lips_part'],0.2999027669429779,0.09248010069131851
341,Surprise,"['lid_tightener', 'lips_part']",0.30110329389572144,0.05742315202951431
342,Surprise,['lips_part'],0.3371715843677521,0.010708602145314217
343,Surprise,"['lip_pucker', 'lips_part']",0.35982587933540344,0.0023494423367083073
344,Surprise,"['lip_pucker', 'lips_part']",0.41545262932777405,-0.004825623240321875
345,Surprise,"['upper_lid_raiser', 'lip_pucker', 'lips_part']",0.414711594581604,0.05518114194273949
346,Contempt,"['sharp_lip_puller', 'lip_pucker']",0.3975323736667633,-0.09179417788982391
347,Contempt,['lip_pucker'],0.46111583709716797,-0.09399624913930893
348,Contempt,['lip_pucker'],0.5663388967514038,-0.07318732887506485
349,Contempt,"['chin_raiser', 'lip_pucker']",0.5905742049217224,-0.06048784404993057
350,Contempt,"['chin_raiser', 'lip_pucker']",0.5942498445510864,-0.05121210217475891
351,Contempt,"['lip_pucker', 'lips_part']",0.5818572640419006,-0.05878347158432007
352,Contempt,"['chin_raiser', 'lip_pucker', 'lips_part']",0.5895209312438965,-0.056056708097457886
353,Surprise,"['lip_pucker', 'lips_part']",0.06887771189212799,-0.2956456243991852
354,Surprise,"['lip_pucker', 'lips_part']",0.24730239808559418,0.15757302939891815
355,Surprise,"['lip_pucker', 'lips_part']",0.533353865146637,0.13240556418895721
356,Surprise,"['sharp_lip_puller', 'lip_pucker', 'lips_part', 'nostril_dilator']",0.20365165174007416,0.11418849974870682
357,Surprise,"['lid_tightener', 'lip_pucker', 'lips_part']",0.5245305299758911,0.021253099665045738
358,Contempt,"['sharp_lip_puller', 'lip_pucker', 'lips_part']",0.5125952959060669,-0.07536131888628006
359,Surprise,"['lip_pucker', 'lips_part']",0.07647542655467987,-0.03363674879074097
360,Surprise,"['lip_pucker', 'tongue_show', 'lips_part']",0.15103986859321594,-0.0904059112071991
361,Contempt,"['lip_pucker', 'tongue_show', 'lips_part', 'left_dimpler']",0.34962141513824463,-0.0937766432762146
362,Surprise,"['lip_pucker', 'lips_part']",0.36007383465766907,-0.12352017313241959
363,Contempt,"['lip_pucker', 'lips_part']",0.0011372193694114685,-0.11189902573823929
364,Contempt,"['lip_pucker', 'lips_part', 'right_dimpler']",0.1769362986087799,-0.13494829833507538
365,Contempt,"['lip_pucker', 'lip_stretcher', 'right_dimpler']",0.3283637464046478,-0.15734711289405823
366,Contempt,"['lip_pucker', 'lips_part', 'right_dimpler']",0.40661367774009705,-0.13038066029548645
367,Contempt,"['lip_pucker', 'lip_stretcher', 'right_dimpler']",0.36600613594055176,-0.12540151178836823
368,Contempt,"['lip_pucker', 'lip_stretcher', 'right_nasolabial_deepener', 'right_dimpler']",0.25343790650367737,-0.13298629224300385
369,Contempt,"['lip_pucker', 'right_dimpler']",0.28218480944633484,-0.11609748750925064
370,Contempt,"['lip_pucker', 'right_dimpler']",0.25287291407585144,-0.13163094222545624
371,Contempt,"['lip_stretcher', 'right_dimpler']",0.09127122163772583,-0.10070311278104782
372,Contempt,"['lip_pucker', 'lip_stretcher', 'right_dimpler']",0.09889517724514008,-0.12672379612922668
373,Contempt,"['lip_pucker', 'lip_stretcher']",0.11156944930553436,-0.21577088534832
374,Surprise,"['lip_pucker', 'lips_part']",0.43612366914749146,0.036671992391347885
375,Surprise,"['lip_pucker', 'lips_part']",0.37102705240249634,0.3448379337787628
376,Surprise,"['lip_pucker', 'lips_part']",0.32428768277168274,0.29367995262145996
377,Surprise,"['upper_lid_raiser', 'lid_tightener', 'lips_part']",0.35261452198028564,0.3902500867843628
378,Surprise,"['upper_lid_raiser', 'lid_tightener', 'lips_part']",0.3380904495716095,0.43692389130592346
379,Contempt,"['lid_tightener', 'lips_part']",0.4039868414402008,0.23083418607711792
380,Surprise,"['lid_tightener', 'lips_part', 'right_cheek_raiser']",0.33218008279800415,0.07613272964954376
381,Surprise,"['lips_part', 'right_nasolabial_deepener']",0.43579721450805664,0.17256611585617065
382,Surprise,['lips_part'],0.37537485361099243,0.19912338256835938
383,Surprise,['lips_part'],0.31651511788368225,0.1985078752040863
384,Surprise,"['lip_pucker', 'lips_part']",0.2822249233722687,0.17282313108444214
385,Surprise,"['lip_pucker', 'lips_part']",0.3792431354522705,0.13789206743240356
386,Surprise,"['lip_pucker', 'lips_part']",0.2654052972793579,0.21596601605415344
387,Surprise,['lips_part'],0.234265998005867,0.32260122895240784
388,Surprise,['lips_part'],0.24445727467536926,0.276648610830307
389,Surprise,['lips_part'],0.22903665900230408,0.2061062455177307
390,Surprise,['lips_part'],0.1667877435684204,0.20866572856903076
391,Surprise,"['lip_pucker', 'lips_part']",0.10534423589706421,0.3239234983921051
392,Surprise,"['lip_pucker', 'lips_part']",0.1578395515680313,0.35275059938430786
393,Surprise,"['lip_pucker', 'lips_part']",0.13140557706356049,0.34884873032569885
394,Surprise,"['lip_pucker', 'lips_part']",0.07047878205776215,0.43224915862083435
395,Surprise,"['lip_pucker', 'lips_part']",0.15436187386512756,0.3474806249141693
396,Surprise,"['lip_pucker', 'lips_part']",0.3272383511066437,0.24642592668533325
397,Surprise,"['lip_pucker', 'lips_part']",0.2733490467071533,0.32594236731529236
398,Surprise,"['lip_pucker', 'lips_part']",0.23232987523078918,0.19554942846298218
399,Surprise,"['lip_pucker', 'lips_part']",0.2384512722492218,0.16723337769508362
400,Surprise,"['lip_pucker', 'lips_part']",0.3210523724555969,0.23335488140583038
401,Surprise,['lip_pucker'],0.3035326302051544,0.00468715513125062
402,Surprise,"['lip_pucker', 'lips_part']",0.15274475514888763,-0.38794374465942383
403,Surprise,"['lip_pucker', 'lips_part']",0.4542812407016754,0.06203882768750191
404,Surprise,"['lid_tightener', 'lips_part']",0.3584293723106384,0.32695260643959045
405,Surprise,"['lid_tightener', 'lip_pucker', 'lips_part']",0.5363572835922241,0.27740660309791565
406,Contempt,"['lip_pucker', 'lips_part']",0.43213436007499695,0.08950812369585037
407,Contempt,"['lip_pucker', 'lips_part']",0.3750794529914856,-0.02606680803000927
408,Contempt,['lip_pucker'],0.42782920598983765,-0.03599505126476288
409,Contempt,[],0.49049732089042664,-0.06724175065755844
410,Contempt,[],0.5271230340003967,-0.06387709081172943
411,Contempt,[],0.5223301649093628,-0.06459950655698776
412,Contempt,[],0.500182569026947,-0.06528348475694656
413,Contempt,"['lip_pucker', 'lips_part', 'left_dimpler']",0.5427059531211853,-0.05684972554445267
414,Contempt,"['lip_pucker', 'lips_part']",0.5764313340187073,-0.05229537561535835
415,Contempt,"['chin_raiser', 'lip_pucker', 'lip_stretcher', 'lips_part', 'left_dimpler']",0.5682414174079895,-0.056230973452329636
